DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetID_Entrez,TargetGeneSymbol_Entrez
azilsartan medoxomil,CHEMBL57242,DB08822,CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NOC(=O)N1,185,AGTR1
baclofen,CHEMBL701,DB00181,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,140,ADORA3
baclofen,CHEMBL701,DB00181,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,9568,GABBR2
baclofen,CHEMBL701,DB00181,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,2550,GABBR1
balsalazide,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,240,ALOX5
balsalazide,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,5742,PTGS1
balsalazide,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,5743,PTGS2
balsalazide,CHEMBL1200760,DB01014,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O,5468,PPARG
bamipine,CHEMBL520400,NA,CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1,3269,HRH1
baricitinib,CHEMBL2105759,DB11817,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=NC=NC2=C1C=CN2,3716,JAK1
baricitinib,CHEMBL2105759,DB11817,CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=NC=NC2=C1C=CN2,3717,JAK2
barnidipine,CHEMBL2103761,DB09227,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,775,CACNA1C
barnidipine,CHEMBL2103761,DB09227,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,776,CACNA1D
basiliximab,CHEMBL1201439,NA,NA,3559,IL2RA
bazedoxifene,CHEMBL46740,DB06401,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,2100,ESR2
bazedoxifene,CHEMBL46740,DB06401,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,2099,ESR1
becaplermin,CHEMBL1201556,NA,NA,5156,PDGFRA
becaplermin,CHEMBL1201556,NA,NA,5159,PDGFRB
beclometasone dipropionate,CHEMBL1586,DB00394,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,222487,ADGRG3
beclometasone dipropionate,CHEMBL1586,DB00394,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,2908,NR3C1
belatacept,CHEMBL1742990,NA,NA,942,CD86
belatacept,CHEMBL1742990,NA,NA,941,CD80
belimumab,CHEMBL1789843,NA,NA,10673,TNFSF13B
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,79885,HDAC11
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,3066,HDAC2
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,51564,HDAC7
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,10013,HDAC6
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,55869,HDAC8
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,3065,HDAC1
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,8841,HDAC3
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,9759,HDAC4
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,83933,HDAC10
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,10014,HDAC5
belinostat,CHEMBL408513,DB05015,ONC(=O)C=CC1=CC(=CC=C1)S(=O)(=O)NC1=CC=CC=C1,9734,HDAC9
belotecan,CHEMBL2111084,DB12459,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CCNC(C)C)C4=CC=CC=C4N=C13)C2=O,7150,TOP1
benazepril,CHEMBL838,DB00542,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,1636,ACE
bendroflumethiazide,CHEMBL1684,DB00436,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,6559,SLC12A3
benidipine,CHEMBL2105555,DB09231,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,775,CACNA1C
benidipine,CHEMBL2105555,DB09231,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(CC2=CC=CC=C2)C1,776,CACNA1D
benoxaprofen,CHEMBL340978,DB04812,CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1,240,ALOX5
benzatropine,CHEMBL1201203,DB00245,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,1128,CHRM1
benzbromarone,CHEMBL388590,DB12319,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2,1645,AKR1C1
benzbromarone,CHEMBL388590,DB12319,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2,4363,ABCC1
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6332,SCN7A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6334,SCN8A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6323,SCN1A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6326,SCN2A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6336,SCN10A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,11280,SCN11A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6328,SCN3A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6331,SCN5A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6329,SCN4A
benzocaine,CHEMBL278172,DB01086,CCOC(=O)C1=CC=C(N)C=C1,6335,SCN9A
benzphetamine,CHEMBL1201358,DB00865,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,6530,SLC6A2
benzphetamine,CHEMBL1201358,DB00865,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,6571,SLC18A2
benzquinamide,CHEMBL1200707,DB00767,CCN(CC)C(=O)C1CN2CCC3=C(C=C(OC)C(OC)=C3)C2CC1OC(C)=O,1813,DRD2
benzthiazide,CHEMBL1201039,DB00562,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O,6559,SLC12A3
bepotastine,CHEMBL1201758,NA,OC(=O)CCCN1CCC(CC1)O[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,3269,HRH1
bepridil,CHEMBL1008,DB01244,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,775,CACNA1C
bepridil,CHEMBL1008,DB01244,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,776,CACNA1D
bepridil,CHEMBL1008,DB01244,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,8912,CACNA1H
bepridil,CHEMBL1008,DB01244,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,57582,KCNT1
beraprost,CHEMBL435883,NA,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C1=C(O2)C(CCCC(O)=O)=CC=C1,5739,PTGIR
betahistine,CHEMBL24441,DB06698,CNCCC1=CC=CC=N1,11255,HRH3
betamethasone,CHEMBL632,DB00443,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,2908,NR3C1
betamethasone acetate,CHEMBL1200538,NA,[H][C@@]12C[C@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,2908,NR3C1
betamethasone benzoate,CHEMBL1200376,NA,[H][C@@]12C[C@H](C)[C@](OC(=O)C3=CC=CC=C3)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,2908,NR3C1
betamethasone dipropionate,CHEMBL1200384,NA,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,2908,NR3C1
betamethasone phosphate,CHEMBL1200762,NA,[H][C@@]12C[C@H](C)[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,2908,NR3C1
betamethasone valerate,CHEMBL1497,NA,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@]([H])(O)C[C@]2(C)[C@@]1(OC(=O)CCCC)C(=O)CO,2908,NR3C1
betanidine,CHEMBL1201260,DB00217,CNC(NC)=NCC1=CC=CC=C1,6530,SLC6A2
betaxolol,CHEMBL423,DB00195,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,153,ADRB1
betazole,CHEMBL1200949,DB00272,NCCC1=NNC=C1,3274,HRH2
bethanechol,CHEMBL1482,DB01019,CC(C[N+](C)(C)C)OC(N)=O,1129,CHRM2
bethanechol,CHEMBL1482,DB01019,CC(C[N+](C)(C)C)OC(N)=O,1131,CHRM3
bevacizumab,CHEMBL1201583,NA,NA,7422,VEGFA
bevantolol,CHEMBL314010,DB01295,COC1=C(OC)C=C(CCNCC(O)COC2=CC(C)=CC=C2)C=C1,153,ADRB1
bexarotene,CHEMBL1023,DB00307,CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C(=C)C1=CC=C(C=C1)C(O)=O,6258,RXRG
bexarotene,CHEMBL1023,DB00307,CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C(=C)C1=CC=C(C=C1)C(O)=O,6256,RXRA
bexarotene,CHEMBL1023,DB00307,CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C(=C)C1=CC=C(C=C1)C(O)=O,6257,RXRB
bezafibrate,CHEMBL264374,DB01393,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,3156,HMGCR
bezafibrate,CHEMBL264374,DB01393,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,5465,PPARA
bicalutamide,CHEMBL409,DB01128,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,367,AR
bicalutamide,CHEMBL409,DB01128,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,1557,CYP2C19
bifonazole,CHEMBL277535,DB04794,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,1595,CYP51A1
bilastine,CHEMBL1742423,DB11591,CCOCCN1C(=NC2=C1C=CC=C2)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,3269,HRH1
bimatoprost,CHEMBL1200963,DB00905,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,5737,PTGFR
biperiden,CHEMBL1101,DB00810,[H]C1(CC2CC1C=C2)C(O)(CCN1CCCCC1)C1=CC=CC=C1,1128,CHRM1
bismuth subsalicylate,CHEMBL1120,DB01294,O[Bi]1OC(=O)C2=CC=CC=C2O1,5742,PTGS1
bismuth subsalicylate,CHEMBL1120,DB01294,O[Bi]1OC(=O)C2=CC=CC=C2O1,5743,PTGS2
bisoprolol,CHEMBL645,DB00612,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,153,ADRB1
bisulepine,NA,NA,CN(C)CC\C=C1/C2=C(SC=C2)SCC2=C1C=CC=C2,3269,HRH1
bithionol,CHEMBL290106,DB04813,OC1=C(SC2=C(O)C(Cl)=CC(Cl)=C2)C=C(Cl)C=C1Cl,57582,KCNT1
bitolterol,CHEMBL1201295,DB00901,CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C,154,ADRB2
bivalirudin,CHEMBL2103749,DB00006,[H]N[C@H](CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,2147,F2
blinatumomab,CHEMBL1742992,NA,NA,915,CD3D
blinatumomab,CHEMBL1742992,NA,NA,930,CD19
blinatumomab,CHEMBL1742992,NA,NA,917,CD3G
blinatumomab,CHEMBL1742992,NA,NA,916,CD3E
blonanserin,CHEMBL178803,DB09223,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1,3356,HTR2A
blonanserin,CHEMBL178803,DB09223,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1,1813,DRD2
boceprevir,CHEMBL218394,DB08873,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1515,CTSV
boceprevir,CHEMBL218394,DB08873,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1514,CTSL
boceprevir,CHEMBL218394,DB08873,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1520,CTSS
boceprevir,CHEMBL218394,DB08873,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1513,CTSK
boceprevir,CHEMBL218394,DB08873,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1215,CMA1
boceprevir,CHEMBL218394,DB08873,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,5476,CTSA
bopindolol,CHEMBL357995,DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,153,ADRB1
bopindolol,CHEMBL357995,DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,154,ADRB2
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,1511,CTSG
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,1504,CTRB1
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,4790,NFKB1
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,4791,NFKB2
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,5693,PSMB5
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,5696,PSMB8
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,5682,PSMA1
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,5689,PSMB1
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,5690,PSMB2
bortezomib,CHEMBL325041,DB00188,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,5970,RELA
bosentan,CHEMBL957,DB00559,COC1=C(OC2=C(OCCO)N=C(N=C2NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)C2=NC=CC=N2)C=CC=C1,1910,EDNRB
bosentan,CHEMBL957,DB00559,COC1=C(OC2=C(OCCO)N=C(N=C2NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)C2=NC=CC=N2)C=CC=C1,1909,EDNRA
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,25,ABL1
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,10188,TNK2
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,27,ABL2
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,640,BLK
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2044,EPHA5
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2046,EPHA8
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2048,EPHB2
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2444,FRK
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2580,GAK
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,3055,HCK
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2050,EPHB4
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2042,EPHA3
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2065,ERBB3
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2043,EPHA4
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,2268,FGR
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,5607,MAP2K5
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,4067,LYN
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,11183,MAP4K5
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,8491,MAP4K3
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,5871,MAP4K2
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,10746,MAP3K2
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,80122,MAP3K19
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,11184,MAP4K1
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,9448,MAP4K4
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,50488,MINK1
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,23235,SIK2
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,9748,SLK
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,150094,SIK1
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,6793,STK10
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,140901,STK35
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,6714,SRC
bosutinib,CHEMBL288441,DB06616,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl,23043,TNIK
brentuximab vedotin,CHEMBL1742994,NA,NA,347733,TUBB2B
brentuximab vedotin,CHEMBL1742994,NA,NA,84617,TUBB6
brentuximab vedotin,CHEMBL1742994,NA,NA,347688,TUBB8
brentuximab vedotin,CHEMBL1742994,NA,NA,10381,TUBB3
brentuximab vedotin,CHEMBL1742994,NA,NA,10383,TUBB4B
brentuximab vedotin,CHEMBL1742994,NA,NA,7280,TUBB2A
brentuximab vedotin,CHEMBL1742994,NA,NA,81027,TUBB1
brentuximab vedotin,CHEMBL1742994,NA,NA,203068,TUBB
brentuximab vedotin,CHEMBL1742994,NA,NA,10382,TUBB4A
brentuximab vedotin,CHEMBL1742994,NA,NA,943,TNFRSF8
bretylium,CHEMBL1095292,DB01158,CC[N+](C)(C)CC1=C(Br)C=CC=C1,6530,SLC6A2
brexpiprazole,CHEMBL2105760,DB09128,O=C1NC2=C(C=C1)C=CC(OCCCCN1CCN(CC1)C1=C3C=CSC3=CC=C1)=C2,3350,HTR1A
brexpiprazole,CHEMBL2105760,DB09128,O=C1NC2=C(C=C1)C=CC(OCCCCN1CCN(CC1)C1=C3C=CSC3=CC=C1)=C2,3356,HTR2A
brexpiprazole,CHEMBL2105760,DB09128,O=C1NC2=C(C=C1)C=CC(OCCCCN1CCN(CC1)C1=C3C=CSC3=CC=C1)=C2,1813,DRD2
brimonidine,CHEMBL844,DB00484,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,151,ADRA2B
brimonidine,CHEMBL844,DB00484,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,152,ADRA2C
brimonidine,CHEMBL844,DB00484,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,150,ADRA2A
brinzolamide,CHEMBL220491,DB01194,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,760,CA2
brivaracetam,CHEMBL607400,DB05541,[H][C@@](CC)(N1C[C@]([H])(CCC)CC1=O)C(N)=O,9900,SV2A
brodalumab,CHEMBL1742996,NA,NA,23765,IL17RA
brodalumab,CHEMBL1742996,NA,NA,84818,IL17RC
