DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetID_Entrez,TargetGeneSymbol_Entrez
amcinonide,CHEMBL1200732,DB00288,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC1(CCCC1)O2)C(=O)COC(C)=O,301,ANXA1
amcinonide,CHEMBL1200732,DB00288,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC1(CCCC1)O2)C(=O)COC(C)=O,2908,NR3C1
amd-070,CHEMBL518924,DB05501,NCCCCN(CC1=NC2=CC=CC=C2N1)[C@H]1CCCC2=C1N=CC=C2,1234,CCR5
amd-070,CHEMBL518924,DB05501,NCCCCN(CC1=NC2=CC=CC=C2N1)[C@H]1CCCC2=C1N=CC=C2,7852,CXCR4
ame-527,NA,NA,Not Found,7124,TNF
amibegron,CHEMBL1193948,DB05395,CCOC(=O)COC1=CC=C2CC[C@@H](CC2=C1)NC[C@H](O)C1=CC=CC(Cl)=C1,155,ADRB3
amido phenyl pyruvic acid,CHEMBL1231012,DB02018,NC(=N)C1=CC=C(CC(=O)C(O)=O)C=C1,64499,TPSB2
amido phenyl pyruvic acid,CHEMBL1231012,DB02018,NC(=N)C1=CC=C(CC(=O)C(O)=O)C=C1,7177,TPSAB1
amifostine,CHEMBL1006,DB01143,NCCCNCCSP(O)(O)=O,5167,ENPP1
amifostine,CHEMBL1006,DB01143,NCCCNCCSP(O)(O)=O,251,ALPPL2
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,6338,SCNN1B
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,6337,SCNN1A
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,26,AOC1
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,41,ASIC1
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,6339,SCNN1D
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,6340,SCNN1G
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,40,ASIC2
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,6548,SLC9A1
amiloride,CHEMBL945,DB00594,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,5328,PLAU
amineptine,CHEMBL418995,DB04836,[Cl-].OC(=O)CCCCCC[NH2+]C1C2=CC=CC=C2CCC2=CC=CC=C12,6530,SLC6A2
amineptine,CHEMBL418995,DB04836,[Cl-].OC(=O)CCCCCC[NH2+]C1C2=CC=CC=C2CCC2=CC=CC=C12,6532,SLC6A4
aminocaproic acid,CHEMBL1046,DB00513,NCCCCCC(O)=O,5340,PLG
aminocaproic acid,CHEMBL1046,DB00513,NCCCCCC(O)=O,5327,PLAT
aminodi(ethyloxy)ethylaminocarbonylbenzenesulfonamide,NA,DB02535,NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O,760,CA2
aminoglutethimide,CHEMBL488,DB00357,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,1588,CYP19A1
aminoglutethimide,CHEMBL488,DB00357,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,1583,CYP11A1
aminolevulinic acid,CHEMBL601,DB00855,NCC(=O)CCC(O)=O,210,ALAD
aminomethylcyclohexane,NA,NA,[NH3+]CC1CCCCC1,5644,PRSS1
aminooxyacetic acid,CHEMBL347862,DB02079,NOCC(O)=O,189,AGXT
aminophosphonic acid-guanylate ester,NA,DB02623,[H][C@]1(COP(O)(=O)OP(N)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O,998,CDC42
aminophylline,CHEMBL190,DB01223,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,134,ADORA1
aminophylline,CHEMBL190,DB01223,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,140,ADORA3
aminophylline,CHEMBL190,DB01223,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,5139,PDE3A
aminophylline,CHEMBL190,DB01223,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,3066,HDAC2
aminosalicylic acid,CHEMBL1169,DB00233,NC1=CC(O)=C(C=C1)C(O)=O,240,ALOX5
aminosalicylic acid,CHEMBL1169,DB00233,NC1=CC(O)=C(C=C1)C(O)=O,5743,PTGS2
aminosalicylic acid,CHEMBL1169,DB00233,NC1=CC(O)=C(C=C1)C(O)=O,30814,PLA2G2E
aminosalicylic acid,CHEMBL1169,DB00233,NC1=CC(O)=C(C=C1)C(O)=O,1147,CHUK
amiodarone,CHEMBL633,DB01118,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,3757,KCNH2
amiodarone,CHEMBL633,DB01118,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,153,ADRB1
amiodarone,CHEMBL633,DB01118,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,8912,CACNA1H
amiodarone,CHEMBL633,DB01118,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,9254,CACNA2D2
amisulpride,CHEMBL243712,DB06288,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,3356,HTR2A
amisulpride,CHEMBL243712,DB06288,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,1814,DRD3
amisulpride,CHEMBL243712,DB06288,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,3363,HTR7
amisulpride,CHEMBL243712,DB06288,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,1813,DRD2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1131,CHRM3
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1128,CHRM1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3274,HRH2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,59340,HRH4
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,10280,SIGMAR1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1133,CHRM5
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,150,ADRA2A
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3350,HTR1A
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1132,CHRM4
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4985,OPRD1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3269,HRH1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3356,HTR2A
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,6530,SLC6A2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,148,ADRA1A
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3358,HTR2C
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,1129,CHRM2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,147,ADRA1B
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4986,OPRK1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3363,HTR7
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3352,HTR1D
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,146,ADRA1D
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,6532,SLC6A4
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4988,OPRM1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3736,KCNA1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3351,HTR1B
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3785,KCNQ2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3362,HTR6
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4914,NTRK1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3786,KCNQ3
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3751,KCND2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,3752,KCND3
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4915,NTRK2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,153,ADRB1
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,154,ADRB2
amitriptyline,CHEMBL629,DB00321,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,155,ADRB3
amlexanox,CHEMBL1096,DB01025,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,3562,IL3
amlexanox,CHEMBL1096,DB01025,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,2246,FGF1
amlexanox,CHEMBL1096,DB01025,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,6284,S100A13
amlexanox,CHEMBL1096,DB01025,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,6283,S100A12
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,759,CA1
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,775,CACNA1C
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,781,CACNA2D1
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,6609,SMPD1
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,774,CACNA1B
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,783,CACNB2
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,779,CACNA1S
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,776,CACNA1D
amlodipine,CHEMBL1491,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,55799,CACNA2D3
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2555,GABRA2
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2558,GABRA5
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2557,GABRA4
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2556,GABRA3
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2559,GABRA6
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2554,GABRA1
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2898,GRIK2
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2891,GRIA2
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1137,CHRNA4
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1139,CHRNA7
amobarbital,CHEMBL267894,DB01351,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,89832,CHRFAM7A
amodiaquine,CHEMBL682,DB00613,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,3176,HNMT
amonafide,CHEMBL428676,DB05022,CN(C)CCN1C(=O)C2=CC=CC3=CC(N)=CC(C1=O)=C23,7153,TOP2A
amonafide,CHEMBL428676,DB05022,CN(C)CCN1C(=O)C2=CC=CC3=CC(N)=CC(C1=O)=C23,7155,TOP2B
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1812,DRD1
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1128,CHRM1
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,59340,HRH4
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,150,ADRA2A
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3350,HTR1A
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3359,HTR3A
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1815,DRD4
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3357,HTR2B
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3269,HRH1
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3356,HTR2A
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,6530,SLC6A2
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,148,ADRA1A
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3358,HTR2C
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1814,DRD3
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,6531,SLC6A3
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3363,HTR7
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,6532,SLC6A4
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1813,DRD2
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2554,GABRA1
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3351,HTR1B
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,3362,HTR6
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2555,GABRA2
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2556,GABRA3
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2557,GABRA4
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2558,GABRA5
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2559,GABRA6
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2560,GABRB1
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2561,GABRB2
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2562,GABRB3
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2563,GABRD
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2564,GABRE
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2565,GABRG1
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2566,GABRG2
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2567,GABRG3
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,2568,GABRP
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,55879,GABRQ
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,147,ADRA1B
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,146,ADRA1D
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,151,ADRA2B
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,152,ADRA2C
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1129,CHRM2
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1131,CHRM3
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1132,CHRM4
amoxapine,CHEMBL1113,DB00543,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,1133,CHRM5
amperozide,CHEMBL1079935,DB08927,[H]N(CC)C(=O)N1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,3356,HTR2A
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,6571,SLC18A2
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,6530,SLC6A2
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,6531,SLC6A3
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,6532,SLC6A4
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,1813,DRD2
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,9607,CARTPT
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,134864,TAAR1
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,4129,MAOB
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,153,ADRB1
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,154,ADRB2
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,155,ADRB3
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,148,ADRA1A
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,147,ADRA1B
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,146,ADRA1D
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,150,ADRA2A
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,151,ADRA2B
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,152,ADRA2C
amphetamine,CHEMBL405,DB00182,CC(N)CC1=CC=CC=C1,4128,MAOA
ampicillin,CHEMBL174,DB00415,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,6564,SLC15A1
ampicillin,CHEMBL174,DB00415,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,6565,SLC15A2
ampicillin,CHEMBL174,DB00415,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,7010,TEK
amrinone,CHEMBL12856,DB01427,NC1=CC(=CNC1=O)C1=CC=NC=C1,5139,PDE3A
amrinone,CHEMBL12856,DB01427,NC1=CC(=CNC1=O)C1=CC=NC=C1,5142,PDE4B
amrinone,CHEMBL12856,DB01427,NC1=CC(=CNC1=O)C1=CC=NC=C1,7124,TNF
amrubicin,CHEMBL1186894,DB06263,[H][C@@]1(C[C@@](N)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O)O[C@H]1C[C@H](O)[C@H](O)CO1,7153,TOP2A
amsacrine,CHEMBL43,DB00276,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,3757,KCNH2
amsacrine,CHEMBL43,DB00276,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,7153,TOP2A
amuvatinib,CHEMBL2103851,DB12742,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,2322,FLT3
amuvatinib,CHEMBL2103851,DB12742,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,3815,KIT
amuvatinib,CHEMBL2103851,DB12742,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,5156,PDGFRA
amuvatinib,CHEMBL2103851,DB12742,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,4233,MET
amuvatinib,CHEMBL2103851,DB12742,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,5979,RET
amuvatinib,CHEMBL2103851,DB12742,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,5888,RAD51
amyl nitrite,CHEMBL3188202,DB01612,CCCCCON=O,4881,NPR1
amylamine,NA,DB02045,CCCCCN,5644,PRSS1
ana971,NA,NA,Not Found,51284,TLR7
anagrelide,CHEMBL760,DB00261,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,5139,PDE3A
anakinra,CHEMBL1201570,NA,Not Found,3554,IL1R1
anastrozole,CHEMBL1399,DB01217,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,1588,CYP19A1
anatibant,CHEMBL2107725,DB05038,CC1=CC(C)=C2C=CC=C(OCC3=C(Cl)C=CC(=C3Cl)S(=O)(=O)N3CCC[C@H]3C(=O)NCCCNC(=O)C3=CC=C(C=C3)C(N)=N)C2=N1,624,BDKRB2
ancrod,NA,NA,Not Found,2243,FGA
andrographolide,CHEMBL186141,DB05767,[H]\C(C[C@]1([H])C(=C)CC[C@]2([H])[C@](C)(CO)[C@]([H])(O)CC[C@@]12C)=C1/C(=O)OC[C@@]1([H])O,7124,TNF
andrographolide,CHEMBL186141,DB05767,[H]\C(C[C@]1([H])C(=C)CC[C@]2([H])[C@](C)(CO)[C@]([H])(O)CC[C@@]12C)=C1/C(=O)OC[C@@]1([H])O,3569,IL6
andrographolide,CHEMBL186141,DB05767,[H]\C(C[C@]1([H])C(=C)CC[C@]2([H])[C@](C)(CO)[C@]([H])(O)CC[C@@]12C)=C1/C(=O)OC[C@@]1([H])O,3553,IL1B
andrographolide,CHEMBL186141,DB05767,[H]\C(C[C@]1([H])C(=C)CC[C@]2([H])[C@](C)(CO)[C@]([H])(O)CC[C@@]12C)=C1/C(=O)OC[C@@]1([H])O,4790,NFKB1
andrographolide,CHEMBL186141,DB05767,[H]\C(C[C@]1([H])C(=C)CC[C@]2([H])[C@](C)(CO)[C@]([H])(O)CC[C@@]12C)=C1/C(=O)OC[C@@]1([H])O,4791,NFKB2
androstanedione,CHEMBL1230438,DB01561,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,3292,HSD17B1
androstenedione,CHEMBL274826,DB01536,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,3283,HSD3B1
androstenedione,CHEMBL274826,DB01536,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,3292,HSD17B1
