DrugName,DrugID_LSM,DrugID_ChEMBL,DrugID_DrugBank,DrugID_PubChemCID,DrugSMILES,TargetGeneSymbol_Entrez,MechanismOfAction
dronedarone HCl,LSM-45428,CHEMBL184412,NA,NA,NA,SCN3A,Sodium channel alpha subunit blocker
dronedarone HCl,LSM-45428,CHEMBL184412,NA,NA,NA,SCN4A,Sodium channel alpha subunit blocker
dronedarone HCl,LSM-45428,CHEMBL184412,NA,NA,NA,SCN5A,Sodium channel alpha subunit blocker
dronedarone HCl,LSM-45428,CHEMBL184412,NA,NA,NA,SCN7A,Sodium channel alpha subunit blocker
dronedarone HCl,LSM-45428,CHEMBL184412,NA,NA,NA,SCN8A,Sodium channel alpha subunit blocker
dronedarone HCl,LSM-45428,CHEMBL184412,NA,NA,NA,SCN9A,Sodium channel alpha subunit blocker
duloxetine,LSM-3591,CHEMBL1175,DB00476,60835,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,SLC6A2,Norepinephrine transporter inhibitor
duloxetine,LSM-3591,CHEMBL1175,DB00476,60835,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,SLC6A4,Serotonin transporter inhibitor
dutasteride,LSM-45861,CHEMBL1200969,NA,NA,NA,SRD5A1,Steroid 5-alpha-reductase inhibitor
dutasteride,LSM-45861,CHEMBL1200969,NA,NA,NA,SRD5A2,Steroid 5-alpha-reductase inhibitor
dutasteride,LSM-45861,CHEMBL1200969,NA,NA,NA,SRD5A3,Steroid 5-alpha-reductase inhibitor
duvelisib,LSM-42769,CHEMBL3039502,DB11952,50905713,C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,PIK3CD,PI3-kinase p110-delta subunit inhibitor
duvelisib,LSM-42769,CHEMBL3039502,DB11952,50905713,C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,PIK3CG,PI3-kinase p110-gamma subunit inhibitor
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN10A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN11A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN1A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN2A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN3A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN4A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN5A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN7A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN8A,Sodium channel alpha subunit blocker
dyclonine,LSM-5801,CHEMBL1201217,DB00645,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,SCN9A,Sodium channel alpha subunit blocker
dydrogesterone,LSM-3538,CHEMBL1200853,DB00378,9051,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,PGR,Progesterone receptor agonist
dyphylline,LSM-4299,CHEMBL1752,DB00651,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,PDE3A,Phosphodiesterase 3A inhibitor
dyphylline,LSM-4299,CHEMBL1752,DB00651,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,PDE4A,Phosphodiesterase 4 inhibitor
dyphylline,LSM-4299,CHEMBL1752,DB00651,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,PDE4B,Phosphodiesterase 4 inhibitor
dyphylline,LSM-4299,CHEMBL1752,DB00651,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,PDE4C,Phosphodiesterase 4 inhibitor
dyphylline,LSM-4299,CHEMBL1752,DB00651,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,PDE4D,Phosphodiesterase 4 inhibitor
econazole,LSM-1617,CHEMBL808,DB01127,3198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,ERG11,Cytochrome P450 51 inhibitor
edrophonium,LSM-5867,CHEMBL1104,DB01010,3202,CC[N+](C)(C)C1=CC(=CC=C1)O,ACHE,Acetylcholinesterase inhibitor
efaproxiral sodium,LSM-45515,CHEMBL18901,NA,NA,NA,HBA1,Hemoglobin HbA negative modulator
efaproxiral sodium,LSM-45515,CHEMBL18901,NA,NA,NA,HBB,Hemoglobin HbA negative modulator
efavirenz,LSM-5526,CHEMBL223228,DB00625,64139,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,pol,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
eflornithine hydrochloride,LSM-45424,CHEMBL830,NA,NA,NA,ODC1,Ornithine decarboxylase inhibitor
elvitegravir,LSM-5647,CHEMBL204656,DB09101,5277135,CC(C)[C@@H](CO)N1C=C(C(=O)C2=CC(=C(C=C21)OC)CC3=C(C(=CC=C3)Cl)F)C(=O)O,pol,Human immunodeficiency virus type 1 integrase inhibitor
emedastine,LSM-5331,CHEMBL594,DB01084,3219,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C,HRH1,Histamine H1 receptor antagonist
empagliflozin (BI 10773),LSM-45879,CHEMBL2107830,NA,NA,NA,SLC5A2,Sodium/glucose cotransporter 2 inhibitor
emtricitabine,LSM-45730,CHEMBL885,NA,NA,NA,pol,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
enalapril,LSM-3282,CHEMBL578,DB00584,5388962,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,ACE,Angiotensin-converting enzyme inhibitor
enalaprilat,LSM-6026,CHEMBL577,DB09477,5462501,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O,ACE,Angiotensin-converting enzyme inhibitor
encenicline (EVP-6124 hydrochloride),LSM-45538,CHEMBL2151572,NA,NA,NA,CHRNA7,Neuronal acetylcholine receptor protein alpha-7 subunit partial agonist
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,AURKA,Serine/threonine-protein kinase Aurora-A inhibitor
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,AURKB,Serine/threonine-protein kinase Aurora-B inhibitor
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,CSF1R,Macrophage colony stimulating factor  receptor  inhibitor
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,FGFR3,Fibroblast growth factor receptor 3 inhibitor
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,FLT3,Tyrosine-protein kinase receptor FLT3 inhibitor
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,KDR,Vascular endothelial growth factor receptor 2 inhibitor
ENMD-2076,LSM-45335,CHEMBL482968,NA,NA,NA,KIT,Stem cell growth factor receptor inhibitor
enoxacin,LSM-5848,CHEMBL826,DB00467,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,gyrA,DNA gyrase inhibitor
enoxacin,LSM-5848,CHEMBL826,DB00467,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,gyrB,DNA gyrase inhibitor
enoxacin,LSM-5848,CHEMBL826,DB00467,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,parC,Topoisomerase IV inhibitor
enoxacin,LSM-5848,CHEMBL826,DB00467,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,parE,Topoisomerase IV inhibitor
enoxacin,LSM-5848,CHEMBL826,DB00467,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,topB,Topoisomerase IV inhibitor
entacapone,LSM-43240,CHEMBL953,DB00494,5281081,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,COMT,Catechol O-methyltransferase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC1,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC10,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC11,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC2,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC3,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC4,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC5,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC6,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC7,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC8,Histone deacetylase inhibitor
entinostat,LSM-4811,CHEMBL27759,DB11841,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,HDAC9,Histone deacetylase inhibitor
enzalutamide,LSM-6254,CHEMBL1082407,DB08899,15951529,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,AR,Androgen Receptor antagonist
enzastaurin,LSM-1069,CHEMBL300138,NA,176167,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,PRKCB,Protein kinase C beta inhibitor
epinastine HCl,LSM-45639,CHEMBL1106,NA,NA,NA,HRH1,Histamine H1 receptor antagonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRA1A,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRA1B,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRA1D,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRA2A,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRA2B,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRA2C,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRB1,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRB2,Adrenergic receptor agonist
epinephrine HCl,LSM-45900,CHEMBL679,NA,NA,NA,ADRB3,Adrenergic receptor agonist
eplerenone,LSM-42771,CHEMBL1095097,DB00700,443872,C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,NR3C2,Mineralocorticoid receptor antagonist
eprosartan,LSM-43101,CHEMBL813,DB00876,5281037,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,AGTR1,Type-1 angiotensin II receptor antagonist
equol,LSM-45825,CHEMBL198877,NA,NA,NA,ESR2,Estrogen receptor beta agonist
erismodegib,LSM-4938,CHEMBL2105737,DB09143,24775005,C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,SMO,Smoothened homolog inhibitor
erlotinib,LSM-1097,CHEMBL553,DB00530,176870,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,EGFR,Epidermal growth factor receptor erbB1 inhibitor
erteberel,LSM-45465,CHEMBL278703,NA,NA,NA,ESR2,Estrogen receptor beta agonist
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplA,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplB,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplC,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplD,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplE,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplF,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplJ,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplK,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplL,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplM,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplN,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplO,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplP,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplQ,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplR,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplS,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplT,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplU,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplV,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplW,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplX,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rplY,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmA,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmB,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmC,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmD,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmE,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmF,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmG,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmH,Bacterial 70S ribosome inhibitor
erythromycin,LSM-3416,CHEMBL532,DB00199,12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,rpmI,Bacterial 70S ribosome inhibitor
