DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez,TargetID_Entrez
clofibrate,CHEMBL565,DB00636,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,LPL,4023
clofibrate,CHEMBL565,DB00636,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,FABP1,2168
clofibrate,CHEMBL565,DB00636,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,SLC2A4,6517
clofilium,CHEMBL9484,NA,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl,KCNT1,57582
clofilium,CHEMBL9484,NA,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl,KCNA5,3741
clofilium,CHEMBL9484,NA,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl,KCNT2,343450
clofilium,CHEMBL9484,NA,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl,KCNH1,3756
clomiphene,CHEMBL2355051,DB00882,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,ESR1,2099
clomiphene,CHEMBL2355051,DB00882,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,PTH,5741
clomiphene,CHEMBL2355051,DB00882,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,PRL,5617
clomiphene citrate,CHEMBL3185958,NA,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CP,1356
clomiphene citrate,CHEMBL3185958,NA,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,LIF,3976
clomiphene citrate,CHEMBL3185958,NA,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,ESR1,2099
clomiphene citrate,CHEMBL3185958,NA,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,PTH,5741
clomipramine,CHEMBL415,DB01242,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,SLC6A2,6530
clomipramine,CHEMBL415,DB01242,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,SLC6A4,6532
clomipramine,CHEMBL415,DB01242,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,SLC6A3,6531
clomipramine,CHEMBL415,DB01242,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,CYP2D6,1565
clomipramine hydrochloride,CHEMBL1200710,NA,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,HTT,3064
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRA1,2554
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRR3,200959
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRA2,2555
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRB2,2561
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRA6,2559
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRG3,2567
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,CYP1A2,1544
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRA3,2556
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRA4,2557
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRG2,2566
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRG1,2565
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRE,2564
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRP,2568
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRD,2563
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRQ,55879
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRR1,2569
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRB1,2560
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRA5,2558
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRB3,2562
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,GABRR2,2570
clonazepam,CHEMBL452,DB01068,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,TSPO,706
clonidine,CHEMBL134,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,ADRA2A,150
clonidine,CHEMBL134,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,SLC22A1,6580
clonidine,CHEMBL134,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,ADRA2B,151
clonidine,CHEMBL134,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,ADRA2C,152
clonidine,CHEMBL134,DB00575,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,PRL,5617
clonidine hydrochloride,CHEMBL1705,NA,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,ADRA2B,151
clonidine hydrochloride,CHEMBL1705,NA,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,ADRA2C,152
clonidine hydrochloride,CHEMBL1705,NA,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,ADRA2A,150
clopidogrel,CHEMBL1771,DB00758,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,CYP2C19,1557
clopidogrel,CHEMBL1771,DB00758,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,P2RY12,64805
clopidogrel bisulfate,CHEMBL1083385,NA,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,P2RY12,64805
cloprostenol,CHEMBL2220404,NA,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)O)O,TBXA2R,6915
cloprostenol,CHEMBL2220404,NA,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)O)O,PTGDR,5729
cloprostenol,CHEMBL2220404,NA,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)O)O,PTGER3,5733
cloprostenol,CHEMBL2220404,NA,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)O)O,PTGER1,5731
cloprostenol,CHEMBL2220404,NA,C1C(C(C(C1O)/C=C/C(COC2=CC(=CC=C2)Cl)O)C/C=C\CCCC(=O)O)O,PTGFR,5737
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRB3,2562
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRA4,2557
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRG2,2566
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRG1,2565
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRB2,2561
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRA5,2558
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRD,2563
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRQ,55879
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRA1,2554
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRA3,2556
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRA6,2559
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRP,2568
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRE,2564
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRB1,2560
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRG3,2567
clorazepate dipotassium,CHEMBL2096631,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)[O-].[OH-].[K+].[K+],GABRA2,2555
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRA1,2554
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRD,2563
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRR2,2570
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRG3,2567
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRB3,2562
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRP,2568
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,TSPO,706
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRR3,200959
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRG1,2565
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRQ,55879
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRB2,2561
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRA6,2559
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRA5,2558
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRB1,2560
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRA4,2557
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRE,2564
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRA2,2555
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRA3,2556
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRR1,2569
clorazepic acid,CHEMBL1213252,DB00628,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,GABRG2,2566
clorgiline,CHEMBL8706,DB04017,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C,MAOA,4128
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRA3,2556
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRB3,2562
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRR3,200959
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRA1,2554
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRA5,2558
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,RXRA,6256
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRR2,2570
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRR1,2569
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRP,2568
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRB1,2560
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRG3,2567
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRE,2564
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRG2,2566
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRB2,2561
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRD,2563
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRG1,2565
clotiazepam,CHEMBL1697737,DB01559,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,GABRA2,2555
clotrimazole,CHEMBL104,DB00257,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,NR1I3,9970
clotrimazole,CHEMBL104,DB00257,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,CYP3A4,1576
clotrimazole,CHEMBL104,DB00257,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,KCNN4,3783
clotrimazole,CHEMBL104,DB00257,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,TRPM8,79054
clotrimazole,CHEMBL104,DB00257,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,TRPM2,7226
clotrimazole,CHEMBL104,DB00257,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,TRPM4,54795
cloxypendyl,CHEMBL2104176,NA,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=CC(=CN=C42)Cl)CCO,P2RY12,64805
cloxypendyl,CHEMBL2104176,NA,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=CC(=CN=C42)Cl)CCO,P2RY2,5029
cloxypendyl,CHEMBL2104176,NA,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=CC(=CN=C42)Cl)CCO,P2RY13,53829
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,DRD2,1813
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,SLC1A1,6505
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,DRD5,1816
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,SERPINA3,12
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR1B,3351
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,JUND,3727
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR7,3363
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR2A,3356
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,GDNF,2668
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR1A,3350
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,SRC,6714
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,DRD1,1812
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR6,3362
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,DRD4,1815
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,FASN,2194
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR2C,3358
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR1D,3352
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR1E,3354
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR5A,3361
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,PIK3CG,5294
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,IL2,3558
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,KCNJ3,3760
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CALCRL,10203
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HRH4,59340
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,LEP,3952
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,ADRA1B,147
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HRH1,3269
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CHRM1,1128
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,DRD3,1814
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,NT5E,4907
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,TAP2,6891
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR2B,3357
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,PRL,5617
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,ADRA1A,148
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CYP2D6,1565
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CYP3A4,1576
clozapine,CHEMBL42,DB00363,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,HTR1F,3355
clx-0921,CHEMBL3545240,NA,NA,PPARG,5468
cm-082,CHEMBL3545427,NA,NA,PDGFRB,5159
cm-082,CHEMBL3545427,NA,NA,KDR,3791
cm-082,CHEMBL3545427,NA,NA,FLT3,2322
cm-082,CHEMBL3545427,NA,NA,KIT,3815
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN2B,2904
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN3A,116443
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN2D,2906
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN1,2902
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN3B,116444
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN2C,2905
cns-5161,CHEMBL41306,DB05824,CN(C1=CC(=CC=C1)SC)C(=NC2=C(C=CC(=C2)SC)Cl)N,GRIN2A,2903
cnv2197944,CHEMBL3545172,NA,NA,CACNA1B,774
cobalt (ii) ion,CHEMBL59093,NA,NA,NALCN,259232
cobicistat,CHEMBL2095208,DB09065,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CYP3A7,1551
cobicistat,CHEMBL2095208,DB09065,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CH25H,9023
cobicistat,CHEMBL2095208,DB09065,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CYP3A43,64816
cobicistat,CHEMBL2095208,DB09065,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CYP3A5,1577
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K1,5604
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K7,5609
